10,10,1.4,1.6
10,20,2,2
10,30,6.8,8.2
10,40,9.2,8.8
10,50,12.2,7.8
10,60,14.2,7
10,70,10,7.4
10,80,18,7.2
10,90,15,12.4
10,100,26.2,13.4
10,150,16.4,6
10,200,63.6,25.4
10,250,111.2,35.4
10,300,95.4,21.6
10,350,145.6,26.2
10,400,164.6,33.4
10,450,251.2,43.4
10,500,336.6,41.6
10,550,44.2,37.6
10,600,361.4,83.8
10,650,569.4,69.8
10,700,712.6,46.8
10,750,649,80.8
10,800,798.8,92.8
10,850,754.4,71.4
10,900,1026.2,124.8
10,950,860.8,98
10,1000,929.2,102.6
10,1500,648.6,296.6
10,2000,2310,317.4
10,2500,3716.6,340.4
10,3000,6901.6,556.4
10,3500,10253,814
10,4000,14513.4,1321
10,4500,5176.8,1271.6
10,5000,23034.2,2811.4
10,5500,17855.4,1485.2
10,6000,38021,2691.6
10,6500,38720.6,2773.2
10,7000,48912.6,1426.2
10,7500,53395.4,3197.6
10,8000,61126.2,3966.8
10,8533,9655.2,3960.4
10,9101,11772.2,4076.2
10,9707,27895.2,4506.4
10,10354,10230.6,4671.8
10,20354,18484.6,21943.6
10,30354,43586.6,26215.4
10,40354,73098.8,134459
10,50354,133854,142629
10,60354,179883,176655
10,70354,114871,179599
10,80354,141016,254748
10,90354,43322.8,31455.4
10,100000,68981,33357.4

100,10,1.6,2.2
100,20,1.2,1.4
100,30,3,1
100,40,1.2,2
100,50,1.4,1
100,60,2,43
100,70,2.2,168
100,80,2.2,157.8
100,90,2.4,116.8
100,100,2.2,159.2
100,150,2.4,111
100,200,275.6,367.6
100,250,137.6,243
100,300,6.8,227.6
100,350,172.4,323.6
100,400,219.8,301
100,450,262.8,287.6
100,500,149,303.8
100,550,13.6,7.4
100,600,10.2,232.2
100,650,132.8,176.4
100,700,435.6,174.4
100,750,362.8,298.8
100,800,336.2,185.4
100,850,469.4,261.8
100,900,264.8,224.6
100,950,278.8,151.6
100,1000,503.2,150
100,1500,378.6,1286.6
100,2000,308.2,828.4
100,2500,635.6,143.8
100,3000,1301,2156.8
100,3500,1113.2,1965.2
100,4000,1317.8,1921.4
100,4500,392.4,1072
100,5000,234.8,472
100,5500,3098.8,117.8
100,6000,3104.4,4245
100,6500,3508.4,3638.2
100,7000,3079.4,2327
100,7500,2727,2133
100,8000,2730.8,1447
100,8533,1239.6,7133
100,9101,921.2,6291.2
100,9707,332,6948.2
100,10354,2591.6,582.4
100,20354,5008.4,248.8
100,30354,1193.6,905.8
100,40354,1546.4,978.4
100,50354,1861.6,1403.2
100,60354,3391.8,2647.4
100,70354,3594.4,3206.4
100,80354,4156.4,3719.2
100,90354,5129.2,3615
100,100000,6942.2,4498.8

1000,10,1.2,1.2
1000,20,1.2,1.8
1000,30,2,1
1000,40,1.2,2
1000,50,1.2,1
1000,60,2,0.2
1000,70,2.2,28
1000,80,1.4,27.2
1000,90,2,26.2
1000,100,2.2,26
1000,150,2.6,27.2
1000,200,20.4,16.2
1000,250,33.6,16.6
1000,300,4.4,6
1000,350,30.2,2
1000,400,16.2,233.2
1000,450,13.2,230
1000,500,14.4,605.4
1000,550,8.4,1.6
1000,600,12.2,212.6
1000,650,10.4,209.4
1000,700,408.8,214.4
1000,750,208.2,204
1000,800,244.4,198.6
1000,850,165,215
1000,900,240,190.8
1000,950,239,250.2
1000,1000,308.6,221.8
1000,1500,481.4,226.4
1000,2000,390.8,351.4
1000,2500,229.2,6
1000,3000,295.2,6.6
1000,3500,156.4,371.4
1000,4000,176.2,311.4
1000,4500,74.4,310.6
1000,5000,139.2,316.4
1000,5500,84,66.2
1000,6000,884.8,902.8
1000,6500,609,590.4
1000,7000,1503.6,749.8
1000,7500,728.4,738.6
1000,8000,722.6,567
1000,8533,174.8,71.6
1000,9101,350.6,1509.6
1000,9707,345.8,873.2
1000,10354,192.8,86.4
1000,20354,1036.4,18.4
1000,30354,474.4,22.8
1000,40354,432.8,41.6
1000,50354,767.8,44.4
1000,60354,910.8,55
1000,70354,1108.2,77.8
1000,80354,889.2,78.4
1000,90354,1425.2,746.4
1000,100000,1514,112.8

